|Max Apple|Mean Apple|Max Step|Mean Step|Max Fitness|Mean Fitness
Generation 410|26|6.14|1400|186.678|67477227.56716962|485820.9543992473
Generation 411|27|6.352|1100|189.464|134699438.4207602|438024.47919181414
Generation 412|26|6.692|1100|176.266|67554085.96925858|404476.7979988004
Generation 413|25|5.828|1100|172.61|33968728.78154773|209566.0314354387
Generation 414|26|6.7|1050|184.646|67558155.70213822|470662.13612531533
Generation 415|27|6.656|1200|185.002|134699158.71518525|639574.7248523241
Generation 416|31|6.426|1100|170.098|2148116569.82433|4819312.758500218
Generation 417|27|6.4|1050|171.708|134703006.96566603|1183861.9688915864
Generation 418|27|7.052|1200|191.18|134697180.83016115|1057008.2075111466
Generation 419|30|6.83|1200|173.942|1074339751.163985|4642081.415266153
Generation 420|29|6.604|1250|186.248|537441567.7045561|2232180.5506162886
Generation 421|29|5.75|950|162.53|537435765.8569659|1613506.9778375023
Generation 422|31|5.774|1250|174.064|2148118914.316298|5311635.035276062
Generation 423|33|6.046|1300|180.8|8590672351.537535|18230315.556604546
Generation 424|29|6.484|1400|196.098|537421435.0954245|2814569.1594320736
Generation 425|28|6.194|1400|195.21|268953515.25906545|1199990.7187325298
Generation 426|27|6.758|1300|207.194|134707470.55351612|1692399.7429630002
Generation 427|29|6.408|1300|182.742|537426939.5263736|3399436.674373324
Generation 428|26|6.078|1350|170.544|67561909.97673391|880904.9416330705
Generation 429|32|6.612|1100|168.674|4295655437.059515|9887981.755721785
Generation 430|28|6.606|1500|210.282|268958272.98584247|2682116.8478924762
Generation 431|26|6.674|1250|167.612|67562861.58761019|1333804.6856966217
Generation 432|26|6.794|1300|195.41|67560333.5686675|1356957.8052191492
Generation 433|29|6.15|1400|190.266|537434502.3502978|3038526.760864374
Generation 434|27|6.204|1400|187.928|134705334.59601834|2305114.7224846897
Generation 435|30|6.264|1550|191.58|1074347719.8419998|6612622.084625422
Generation 436|30|6.712|1400|170.88|1074348186.6673641|7244732.832782915
Generation 437|29|6.34|1250|162.158|537430159.3527548|3697357.5567884054
Generation 438|30|6.066|1500|170.036|1074339916.8739781|4691722.784868452
Generation 439|31|6.264|1400|162.436|2148130334.0570226|7632807.466846298
Generation 440|28|6.266|1400|153.668|268959200.124446|2971588.591695591
Generation 441|28|6.774|1500|173.136|268958487.68850607|5036522.396719446
Generation 442|32|7.172|1500|174.33|4295655969.819678|22589918.608310644
Generation 443|33|6.378|1450|167.254|8590662242.105467|22120169.428169936
Generation 444|29|6.262|1300|163.124|537433072.584314|4014711.982572949
Generation 445|29|6.12|1400|159.25|537431009.8534276|3656955.8359722337
Generation 446|31|6.904|1400|187.242|2148132152.5878973|21547455.342428595
Generation 447|34|7.316|1350|187.966|17180650665.872585|73432644.55083326
Generation 448|31|7.124|1450|199.956|2148131906.134525|17494805.301981773
Generation 449|32|7.142|1300|182.974|4295663812.823241|16488898.813293891
Generation 450|34|7.71|1400|216.29|17180650956.579517|53891296.01964236
Generation 451|30|7.672|1500|203.354|1074343433.6787689|7893673.431586641
Generation 452|33|7.46|1400|195.854|8590670983.970007|53789182.38928984
Generation 453|33|7.504|1350|203.222|8590674513.662306|69802804.15913045
Generation 454|32|7.604|1400|205.988|4295661704.055245|26084031.38525975
Generation 455|30|7.212|1250|208.964|1074344399.0254896|7955857.358305811
Generation 456|33|6.688|1400|197.386|8590658841.612242|23501167.09694557
Generation 457|30|6.14|1400|183.886|1074346465.5902505|4912152.871943929
Generation 458|32|5.99|1350|172.644|4295650102.26799|10559902.583724428
Generation 459|30|6.306|1400|197.144|1074348651.5446687|9594126.742372196
Generation 460|30|6.796|1500|200.712|1074339169.7165875|7694782.329055149
Generation 461|31|6.46|1400|193.576|2148132644.0264506|14934036.387359867
Generation 462|32|6.004|1300|176.792|4295639043.6232605|17289199.550015
Generation 463|31|6.702|1250|210.712|2148136581.8865128|12939489.65222118
Generation 464|31|5.556|1250|190.848|2148127898.1674232|6005842.322135233
Generation 465|29|5.11|1250|169.11|537430004.098263|1977142.1006128672
Generation 466|31|6.13|1450|173.064|2148122637.845896|8150732.549657309
Generation 467|34|6.836|1300|184.488|17180652690.615402|40118560.92040812
Generation 468|36|6.704|1400|212.738|68720339106.67773|144817539.55398086
Generation 469|31|8.082|1200|220.582|2148125592.095883|11593542.183595594
Generation 470|30|7.268|1500|199.538|1074344559.2158127|10508163.228806792
Generation 471|32|7.002|1450|196.564|4295657644.562182|24669561.04983964
Generation 472|31|7.878|1450|226.738|2148130167.4625087|19350411.90942508
Generation 473|37|7.886|1500|223.692|137439872307.6159|334254774.1285468
Generation 474|39|7.552|1400|214.884|549756857697.9806|1106081177.9664528
Generation 475|30|7.568|1450|215.354|1074348883.2468822|9632679.29084753
Generation 476|34|7.57|1350|214.596|17180654406.854683|45615661.68673732
Generation 477|34|7.73|1450|205.5|17180644953.1065|65267512.23279334
Generation 478|34|8.098|1400|206.73|17180639278.036007|66957596.97804409
Generation 479|33|7.196|1450|198.024|8590673436.64863|30166060.80612512
Generation 480|33|7.678|1150|218.804|8590665299.522186|40487775.75588747
Generation 481|36|7.334|1250|219.01|68720357540.49205|165941398.01468018
Generation 482|35|7.93|1400|216.314|34360573972.41163|102765461.88820545
Generation 483|35|8.402|1400|239.946|34360580226.89957|98751994.98699883
Generation 484|33|8.176|1500|243.94|8590663490.237082|27536546.386498414
Generation 485|32|8.452|1400|243.714|4295648996.577556|24846155.977542214
Generation 486|34|6.9|1550|199.184|17180653646.30614|51039128.30445752
Generation 487|32|8.066|1500|242.59|4295652020.693798|27544586.503487654
Generation 488|31|6.866|1400|197.024|2148119003.896068|12396396.504171679
Generation 489|31|7.552|1350|209.282|2148132725.7415795|17211864.74097761
Generation 490|32|7.754|1300|219.398|4295658779.449272|24648624.548487075
Generation 491|33|7.314|1350|207.758|8590660791.84292|54368128.77785687
Generation 492|35|8.05|1400|215.428|34360559053.68727|109466857.22816624
Generation 493|34|7.938|1500|213.008|17180652402.833878|70895785.51992933
Generation 494|36|8.37|1500|217.112|68720358381.49352|201275131.8649155
Generation 495|33|8.624|1250|219.448|8590671349.8562|46340075.77641434
Generation 496|34|8.164|1400|214.36|17180653264.693604|50734464.66604237
Generation 497|31|9.236|1450|247.34|2148133944.8344893|27332646.20218623
Generation 498|34|7.936|1350|214.862|17180655163.80194|69486323.53322779
Generation 499|37|9.47|1400|227.746|137439888816.43915|336210181.46251595
Generation 500|34|9.068|1150|220.23|17180655446.720577|72210822.95002379
Generation 501|32|7.598|1350|188.268|4295662805.129739|35039514.23499944
Generation 502|36|7.58|1450|188.836|68720364064.34059|283444793.16355586
Generation 503|32|8.32|1150|204.542|4295646765.04216|29825904.87262685
Generation 504|29|7.288|1250|183.292|537436355.1760031|9314651.80265725
Generation 505|31|7.446|1250|210.708|2148130417.275502|14433008.817880306
Generation 506|34|7.544|1250|205.354|17180653169.15188|119852084.61414258
Generation 507|32|8.392|1500|223.874|4295661021.691501|33534348.31644975
Generation 508|31|7.618|1300|219.39|2148132889.007109|23418719.906205565
Generation 509|32|8.002|1250|217.81|4295657029.750328|25500911.575834394
Generation 510|32|8.128|1400|194.536|4295653917.610082|30788481.051531732
Generation 511|34|8.762|1500|211.068|17180656198.650536|97091317.35433637
Generation 512|32|7.51|1350|219.134|4295669118.859125|30075509.743140366
Generation 513|33|7.832|1150|235.36|8590670249.603565|40125338.479641855
Generation 514|32|7.7|1350|228.206|4295654902.456004|21409566.714625172
Generation 515|34|8.086|1500|221.05|17180635968.59114|99751068.78697315
Generation 516|35|8.3|1250|219.554|34360573382.29263|116382293.05171007
Generation 517|35|8.504|1500|225.52|34360562627.67815|104063166.8822157
Generation 518|35|8.794|1450|243.132|34360562836.1066|129841935.5970856
Generation 519|32|7.948|1600|224.386|4295657994.719392|33120710.850161064
Generation 520|31|7.608|1500|215.01|2148129750.0607014|15472438.550118968
Generation 521|33|7.944|1400|218.478|8590668863.45629|54709299.46365152
Generation 522|33|8.36|1400|210.764|8590678391.054388|54608487.65864766
Generation 523|34|8.564|1350|232.018|17180653646.30614|124295758.74982788
Generation 524|37|7.71|1400|206.592|137439893734.04123|358047525.62515336
Generation 525|35|7.84|1550|201.774|34360576021.17283|253000270.90486863
Generation 526|36|7.634|1250|190.486|68720363962.6013|338775457.00444275
Generation 527|35|7.458|1450|190.464|34360559582.87078|141975583.54888755
Generation 528|37|7.954|1300|205.394|137439875883.6539|393579488.29850376
Generation 529|34|7.732|1100|170.892|17180652977.902637|132114281.12978475
Generation 530|36|7.712|1300|199.416|68720361709.27477|204686035.9580274
Generation 531|33|8.062|1400|213.756|8590674870.842901|57369313.341875896
Generation 532|34|8.24|1350|197.264|17180651343.437332|104555488.22036208
Generation 533|35|8.79|1300|201.218|34360572096.57749|203867261.78705359
Generation 534|37|8.848|1400|224.848|137439890003.84964|320928492.8906761
Generation 535|34|8.662|1350|209.24|17180642640.6324|88298574.97964431
Generation 536|33|8.564|1500|195.298|8590673346.530054|68615118.81141931
Generation 537|34|8.876|1600|196.372|17180656104.86067|116520429.16122751
Generation 538|36|8.244|1550|175.052|68720360986.34433|176206927.86823222
Generation 539|34|7.996|1600|173.72|17180654027.028114|99226427.07787238
Generation 540|33|8.72|1500|197.742|8590675404.885202|87279036.43830054
Generation 541|31|8.412|1450|208.218|2148136186.400834|26123941.24211361
Generation 542|38|8.274|1550|188.948|274878870764.7756|1149504431.4761164
Generation 543|38|8.804|1600|219.46|274878896088.2716|761667477.8882923
Generation 544|35|8.378|1500|190.548|34360573283.73649|298567036.7180339
Generation 545|39|8.096|1400|195.376|549756820537.4294|1513317054.1604922
Generation 546|38|9.374|1450|224.542|274878861986.58545|999392660.7283152
Generation 547|37|8.68|1350|211.748|137439880874.78613|677593142.5223117
Generation 548|33|7.822|1450|216.628|8590663968.093262|58339253.01610641
Generation 549|33|8.248|1550|202.246|8590669511.809391|49537379.860218935
Generation 550|34|8.344|1650|193.916|17180646347.838497|113064170.3325958
Generation 551|35|8.484|1550|197.21|34360572195.821976|266751143.7282591
Generation 552|37|8.524|1500|220.664|137439892569.67438|635375434.7189709
Generation 553|41|8.448|1700|222.758|2199024425099.2827|5352356635.06296
Generation 554|35|7.212|1550|193.718|34360555638.22788|183799875.2045307
Generation 555|38|7.956|1350|209.61|274878883728.02057|1272585655.9612484
Generation 556|43|7.554|1550|186.914|8796094279064.912|19291035954.11773
Generation 557|38|7.846|1650|183.906|274878887724.17004|1038835668.9642742
Generation 558|36|7.338|1550|189.216|68720357118.65749|249995312.465165
Generation 559|38|8.354|1350|213.21|274878901307.9837|733290196.1481056
Generation 560|38|7.448|1500|211.096|274878900869.04034|1158051339.6615047
Generation 561|34|8.172|1400|227.75|17180650859.730766|180966527.7152276
Generation 562|38|8.232|1500|242.53|274878893371.9471|971787362.6464914
Generation 563|37|8.312|1550|223.172|137439878958.39114|494500870.3615987
Generation 564|37|8.394|1550|239.514|137439881994.882|637420807.4107548
Generation 565|36|9.038|1400|250.108|68720327023.39905|589907251.586523
Generation 566|36|8.664|1400|238.136|68720372194.04092|338799011.2911654
Generation 567|38|8.52|1350|246.094|274878894281.11755|746625135.984499
Generation 568|36|8.086|1600|230.406|68720340809.16231|309919887.65131456
Generation 569|36|8.514|1850|243.064|68720371031.54184|741290826.5714722
Generation 570|39|7.928|1550|227.854|549756836472.5358|1491766689.7947323
Generation 571|40|8.618|1400|248.658|1099512710673.8564|3455817776.927106
Generation 572|36|7.212|1650|210.498|68720358905.30058|293901638.576066
Generation 573|38|7.136|1450|206.126|274878877862.533|738563027.8438969
Generation 574|37|7.684|1550|199.042|137439852506.63257|444519231.93053615
Generation 575|41|6.52|1400|188.958|2199024397641.581|4447495195.03374
Generation 576|43|7.772|1450|224.76|8796094242389.096|18044417012.280254
Generation 577|37|7.11|1300|212.316|137439888274.37643|767907789.1168628
Generation 578|37|8.438|1500|226.784|137439883553.92545|594560652.8926177
Generation 579|36|7.79|1600|226.928|68720359114.42923|201171087.37144208
Generation 580|36|8.406|1550|232.27|68720340469.50725|401381988.62087876
Generation 581|38|7.454|1400|223.518|274878884319.5506|725206896.7698513
Generation 582|35|7.42|1500|230.384|34360543312.22412|168065675.54115027
Generation 583|38|7.224|1500|218.006|274878884201.35004|1240261747.725686
Generation 584|38|8.078|1300|213.798|274878885733.823|1229288953.3696015
Generation 585|37|7.494|1050|198.47|137439867505.29053|642376374.6068779
Generation 586|36|7.708|1650|215.956|68720357540.49205|232156274.949031
Generation 587|37|7.788|1500|223.962|137439880537.71274|594660059.6553953
Generation 588|38|7.898|1150|221.53|274878883135.17706|931935842.834133
Generation 589|37|7.698|1000|235.472|137439883664.87604|689771546.6518719
Generation 590|38|8.05|1250|256.436|274878889351.47516|817285096.1486902
Generation 591|36|7.418|1000|218.078|68720362737.06546|385802590.4942501
Generation 592|36|7.998|1650|263.18|68720361915.30223|196937810.90627727
Generation 593|35|8.37|1250|229.184|34360551956.243935|253036002.00484687
Generation 594|34|7.536|1550|232.632|17180642033.127903|108119969.91723275
Generation 595|38|7.418|1100|222.682|274878892344.7305|706556673.6626883
Generation 596|36|8.146|1450|228.564|68720364774.82582|277158619.5755918
Generation 597|36|7.774|1250|212.976|68720361606.17346|215071266.24518958
Generation 598|43|7.48|1250|203.29|8796094294511.963|18154702666.401993
Generation 599|33|7.66|1350|220.206|8590673796.55984|77962800.2656806
Generation 600|36|7.968|1300|221.574|68720344628.69876|359272479.0560894
Generation 601|39|7.736|1400|211.664|549756847657.2804|1193965406.111328
Generation 602|36|6.61|1500|175.614|68720335093.88632|200646639.8680831
Generation 603|34|7.568|1150|212.514|17180650859.730766|220712875.94402307
Generation 604|37|7.654|1350|204.778|137439877482.66867|504489113.29729766
Generation 605|38|7.978|1200|205.326|274878889698.77905|1354783655.5847569
Generation 606|34|7.212|1350|190.188|17180650568.863293|76894406.28571512
Generation 607|38|8.976|1050|221.762|274878889119.66266|1851574371.1717837
Generation 608|42|7.568|1150|200.76|4398047697453.037|9463326997.60362
Generation 609|36|7.006|1300|192.682|68720330674.90497|339290284.26866823
Generation 610|37|7.418|1600|198.47|137439882329.85992|388750528.1606195
Generation 611|37|6.25|1250|176.362|137439879523.62292|596767771.4960423
Generation 612|34|7.41|1500|212.532|17180644552.811058|138170920.76824403
Generation 613|35|7.19|1300|205.004|34360558417.05345|172524803.30135697
Generation 614|38|8.078|1350|230.526|274878880990.16766|693549658.0901495
Generation 615|35|7.224|1200|206.982|34360557991.65814|185204429.7746798
Generation 616|36|8.37|1400|243.698|68720358381.49352|281393152.8255655
Generation 617|35|7.748|1500|240.306|34360559371.344536|203530366.47706166
Generation 618|35|8.466|1550|246.978|34360565732.51971|282706148.6607325
Generation 619|35|8.998|1350|256.73|34360560847.88243|316701630.7058054
Generation 620|35|8.942|1600|249.162|34360555207.856094|168407271.55530348
Generation 621|38|8.79|1350|249.032|274878881707.0336|894573209.3664069
Generation 622|34|8.148|1550|243.568|17180634401.21828|125778074.8503025
Generation 623|36|8.516|1400|251.552|68720349706.4152|298337485.9398454
Generation 624|37|8.3|1650|248.7|137439891397.95197|630102598.1615238
Generation 625|37|7.828|1350|228.952|137439887185.92758|869319817.8095669
Generation 626|36|8.242|1400|238.758|68720348501.80693|350446185.11147004
Generation 627|35|7.584|1500|215.972|34360567063.35661|271268819.9193326
Generation 628|37|8.258|1600|240.836|137439865490.47525|509477529.5554641
Generation 629|40|8.072|1300|228.894|1099512717585.2705|2528285411.9481993
Generation 630|38|7.91|1550|233.622|274878889467.2985|1509338159.289252
Generation 631|39|8.524|1550|254.356|549756818679.1855|1801306523.124148
Generation 632|38|7.79|1450|229.932|274878887374.06775|1822694906.2506194
Generation 633|36|7.394|1700|229.822|68720344182.22343|342914272.25333285
Generation 634|37|7.892|1250|239.38|137439852135.34726|703553307.8211182
Generation 635|39|7.526|1500|230.648|549756845454.4266|3347463742.7268534
Generation 636|39|7.94|1750|229.77|549756848752.1011|1877484890.2290823
Generation 637|37|7.574|1550|237.06|137439850397.62747|797433275.6320097
Generation 638|42|7.946|1450|222.024|4398047693411.777|9717853105.114157
Generation 639|42|7.31|1100|215.022|4398047708919.06|9159613946.464312
Generation 640|39|7.084|1600|212.576|549756870089.4482|1489181427.615768
Generation 641|37|7.39|1650|217.602|137439881771.29315|871133926.1345885
Generation 642|40|7.534|1700|233.754|1099512696668.2336|3615151613.3052783
Generation 643|36|7.222|1250|218.644|68720322971.80212|323096077.55065
Generation 644|43|7.474|1650|234.984|8796094249395.799|18281479242.005733
Generation 645|40|8.7|1600|270.976|1099512686015.7385|4457148056.6079855
Generation 646|43|7.982|1500|259.154|8796094250631.676|22465797981.72324
Generation 647|39|8.088|1600|239.234|549756840996.9791|4311880021.462232
Generation 648|37|8.294|1500|262.872|137439887730.86963|1314203409.8182113
Generation 649|39|8.84|1650|264.7|549756844962.5365|4275907167.2555475
Generation 650|40|8.722|1750|274.318|1099512696398.6526|3797203655.1562967
Generation 651|37|9.348|1750|293.422|137439874505.10986|1998356390.6051025
Generation 652|45|8.724|1600|289.834|35184373501919.68|71420689605.57333
Generation 653|42|8.734|1500|292.976|4398047720032.147|14386663285.926975
Generation 654|39|9.376|1800|320.384|549756849116.0524|1913529786.509234
Generation 655|36|9.252|1850|287.796|68720356801.70154|1179424319.4452837
Generation 656|39|10.174|1550|303.868|549756836725.6128|4018360610.1076956
Generation 657|41|10.412|1550|307.478|2199024402145.8984|15470875353.268234
Generation 658|43|9.302|1700|287.68|8796094250477.355|24460656785.408012
Generation 659|41|9.16|1500|286.308|2199024408265.6626|8544439734.7914295
Generation 660|43|8.754|1600|277.228|8796094266718.219|19428979940.36495
Generation 661|38|8.796|1700|267.754|274878882064.77014|2842441996.055512
Generation 662|40|9.416|1650|276.92|1099512678620.2058|5546084735.039279
Generation 663|37|8.792|1550|276.772|137439874620.26678|1602521928.4455507
Generation 664|43|8.668|1550|276.774|8796094283240.123|18166502019.353386
Generation 665|37|8.476|1650|258.048|137439875539.70273|846157103.928181
Generation 666|36|7.864|1650|260.972|68720357645.81215|354960256.4119546
Generation 667|39|8.508|1500|271.316|549756843234.2235|2568720857.8697705
Generation 668|42|7.982|1700|242.272|4398047694136.276|15166350125.585228
Generation 669|41|9.264|1750|294.636|2199024397241.1113|6481893860.178308
Generation 670|38|8.718|1500|301.86|274878865776.2468|1182848114.5861495
Generation 671|38|7.48|1800|255.642|274878893826.99475|1198421183.3064315
Generation 672|39|7.684|1450|279.066|549756840996.9791|1832075628.3546221
Generation 673|43|8.33|1750|280.388|8796094273378.404|18521173334.33872
Generation 674|44|8.362|1700|286.85|17592187362059.19|39413282453.87041
Generation 675|40|8.572|1500|301.018|1099512705060.3604|3603935079.554649
Generation 676|47|8.034|1500|271.464|140737489843269.38|300630625545.31287
Generation 677|43|10.244|1600|305.548|8796094263124.068|21791884175.736042
Generation 678|40|9.934|1650|316.464|1099512714405.0952|4464808222.426425
Generation 679|41|9.148|1550|298.09|2199024409294.608|9615441720.490944
Generation 680|38|9.12|1750|296.868|274878868529.1741|1697141848.2263174
Generation 681|46|9.296|1400|280.766|70368745579617.44|147518534813.88718
Generation 682|42|8.864|1750|294.26|4398047688452.904|16849221182.253653
Generation 683|43|9.504|1750|291.022|8796094287510.148|44958526398.23886
Generation 684|46|9.164|1600|272.086|70368745618538.81|144249027112.18152
Generation 685|49|10.158|1900|316.54|562949955068091.9|1238562023271.7417
Generation 686|44|10.704|1750|339.436|17592187326509.48|74682945512.58228
Generation 687|44|10.24|1950|328.388|17592187357381.508|86203779217.2777
